FireShape_FireNumber,FireShape_Year,FireShape_Spread1,FireShape_Spread2,FireShape_Spread3,FireShape_Spread4,SIZE_CLASS,FIRE_ORIGIN,GENERAL_CAUSE,FIRE_TYPE,FIRE_POSITION_ON_SLOPE,WEATHER_CONDITIONS_OVER_FIRE,TEMPERATURE,RELATIVE_HUMIDITY,WIND_DIRECTION,WIND_SPEED,INITIAL_ACTION_BY
HWF109,2007,222.7795457,137.9488145,195.7075328,156.8332421,C,Provincial Land,Lightning,Surface,Flat,Cloudy,20,31,NW,10,HAC1H
HWF109,2013,825.1364607,184.0905578,750.456563,239.090407,D,Provincial Land,Lightning,Crown,Flat,CB Dry,27,43,SE,7,Air Tanker
HWF109,2015,165.5561423,132.5513737,131.0377618,153.8799825,C,Indian Reservation,Incendiary,Surface,Flat,Clear,30,24,NE,2,HAC
HWF109,2016,184.1584328,,138.1354807,67.08664469,B,Provincial Land,Lightning,Surface,Flat,Cloudy,19,60,N,7,HAC
HWF109,2022,204.1734386,102.0094126,159.7412024,123.9845285,C,Provincial Land,Recreation,Surface,Flat,Clear,4,35,NE,20,FTAC
HWF110,2006,445.3701052,258.9380803,199.8368261,353.6576615,C,Provincial Park,Lightning,Surface,Flat,Cloudy,19,40,N,10,Air Tanker
HWF110,2008,134.8037204,85.38305454,84.20272951,55.22752868,B,Provincial Land,Lightning,Surface,Flat,CB Wet,21,45,S,15,HAC1H
HWF110,2019,289.9534608,4.017732757,186.2602282,58.35970651,B,Provincial Land,Lightning,Surface,Flat,CB Wet,17.7,70,N,10,HAC
HWF110,2023,164.2286997,34.00271593,135.3386265,36.8457564,B,Provincial Land,Lightning,Ground,Flat,Clear,19.4,36,SW,5,FPD Staff
HWF111,2006,693.8762468,370.2425366,518.1774965,452.6701806,D,Provincial Park,Lightning,Surface,Flat,Cloudy,14,45,W,5,Air Tanker
HWF111,2008,92.00106774,41.34251299,73.16946036,56.89813673,B,Provincial Land,Lightning,Surface,Flat,CB Wet,21,50,S,15,HAC1H
HWF111,2023,870.363137,663.8696115,698.7950093,425.7773644,D,Provincial Land,Lightning,Ground,Flat,Clear,19.4,36,SW,5,FPD Staff
HWF111,2024,176.5801296,98.41640852,108.8446051,106.2964672,B,Provincial Land,Lightning,Surface,Flat,Clear,30,25,SW,20,HAC
HWF112,2006,158.5559657,70.27968129,121.637223,103.1484317,B,Provincial Park,Lightning,Surface,Flat,Clear,20,81,CLM,0,HAC1R
HWF112,2011,221.9595355,33.05082507,131.8349806,18.17348815,B,Provincial Land,Lightning,Surface,Flat,CB Dry,22,45,N,8,HAC1H
HWF112,2012,135.5181385,73.05937036,112.102994,59.84610962,B,Provincial Land,Lightning,Surface,Flat,Clear,24,44,W,4,HAC1H
HWF112,2022,204.4429525,128.0402549,177.3820219,123.1356215,C,Provincial Land,Recreation,Surface,Flat,Cloudy,2,40,W,15,FTAC
HWF112,2023,28732.5773,12929.27519,25692.87583,8473.448313,E,Provincial Land,Lightning,Surface,Flat,Clear,19.4,36,SW,5,FPD Staff
HWF112,2025,336.371838,104.7872167,183.3309071,127.1748525,C,Private Land,Agriculture Industry,Surface,Flat,Clear,32,26,W,10,HAC
HWF113,2015,993.8032333,439.3194739,712.6925584,353.1516117,D,Indian Reservation,Incendiary,Surface,Flat,Clear,25,25,SW,10,HAC
HWF113,2016,130.1841094,65.92040057,84.68644152,44.9583585,B,Provincial Land,Lightning,Surface,Flat,Rainshowers,22,72,CLM,0,HAC
HWF113,2019,1507.508622,341.7542191,820.4223147,451.3276232,D,Provincial Land,Lightning,Crown,Flat,CB Dry,32,50,W,10,Air Tanker
HWF114,2006,439.7625254,105.0038433,363.8461105,215.3226971,C,Provincial Land,Lightning,Ground,Flat,Cloudy,20,40,SW,10,FPD Staff
HWF114,2007,216.2691133,44.12332091,184.5693929,63.96428236,B,Provincial Land,Lightning,Crown,Flat,Clear,17,35,NE,5,HAC1H
HWF114,2009,7389.376506,5606.758847,7084.25534,3003.166525,E,Provincial Land,Lightning,Crown,Flat,Clear,25,30,W,10,FPD Staff
HWF114,2010,84.46391252,49.69001671,73.96292778,54.20011097,B,Provincial Land,Lightning,Surface,Flat,Cloudy,20,40,N,10,HAC1H
HWF114,2017,126.4235076,34.78553516,86.95118704,43.69293034,B,Provincial Land,Lightning,Surface,Flat,Cloudy,20,68,S,2,HAC
HWF115,2010,241.9138529,161.2664656,142.0517604,144.465016,C,Provincial Land,Lightning,Ground,Flat,Clear,22,30,N,7,Air Tanker
HWF115,2013,113.2402596,84.4371356,30.99336472,75.22027536,B,Provincial Land,Lightning,Surface,Flat,CB Dry,27,43,SE,7,HAC1H
HWF115,2018,242.9689095,93.89147262,155.272201,103.2822051,C,Provincial Land,Lightning,Crown,Flat,CB Dry,28,41,NE,8,HAC
HWF115,2023,122.7023758,33.91598095,103.6740179,40.83888487,B,Provincial Land,Lightning,Surface,Flat,Cloudy,28,24,NE,4,HAC
HWF115,2024,399.5167784,178.9210985,278.6454239,246.7407431,C,Provincial Land,Lightning,Ground,Flat,CB Dry,36,14,W,20,FPD Staff
HWF116,2007,2044.348502,564.4737806,1800.803268,796.2043632,E,Provincial Land,Lightning,Crown,Flat,CB Dry,18,30,W,10,Air Tanker
HWF116,2010,384.8841677,207.8991313,316.7654042,220.1937439,D,Provincial Land,Lightning,Surface,Flat,Cloudy,20,40,S,5,HAC1H
HWF116,2011,1730.693928,1132.68295,637.4956309,865.7904832,E,Provincial Land,Lightning,Surface,Flat,CB Wet,16,65,S,10,HAC1H
HWF116,2013,396.4355292,280.0173933,250.9952445,283.2562895,C,Provincial Land,Lightning,Crown,Flat,CB Dry,27,43,E,5,HAC1H
HWF116,2014,133.1314939,67.12713068,93.80344919,57.21364062,B,Provincial Land,Lightning,Surface,Flat,Cloudy,21,64,SE,5,HAC
HWF116,2018,147.8153127,52.79430322,88.10199187,66.031554,B,Provincial Land,Lightning,Surface,Flat,Cloudy,25,64,CLM,0,Air Tanker
HWF116,2019,234.4527342,91.9592426,152.7077863,31.44264789,C,Provincial Land,Lightning,Surface,Flat,CB Dry,25,90,CLM,0,HAC
HWF116,2023,120.2130702,43.24443016,76.51843555,59.91434949,D,Provincial Land,Lightning,Crown,Flat,Clear,28,20,NE,15,HAC
HWF117,2006,135.345532,64.83057139,119.8989718,88.9612453,B,Provincial Land,Lightning,Crown,Flat,CB Dry,30.6,42,S,23,Air Tanker
HWF117,2007,385.2317386,286.9731155,312.3344423,228.2352461,C,Provincial Land,Lightning,Surface,Flat,Cloudy,15,60,W,5,Air Tanker
HWF117,2008,466.6499568,104.5492857,381.3216563,177.9390983,C,Provincial Land,Lightning,Crown,Flat,Cloudy,16,45,S,5,HAC1H
HWF117,2009,559.2258522,189.32648,487.9342646,277.1734912,C,Provincial Land,Lightning,Ground,Flat,CB Wet,24,35,NE,10,Air Tanker
HWF117,2010,163.2666839,137.1344501,102.5214856,102.6958563,C,Provincial Land,Lightning,Surface,Flat,CB Dry,21,37,NW,6,HAC1H
HWF117,2019,100.1160639,95.37271065,89.48920186,83.49677406,B,Provincial Land,Lightning,Surface,Flat,Clear,26,32,W,5,FTAC
HWF117,2024,146.0335253,92.84449521,130.856977,91.17051035,B,Provincial Land,Lightning,Ground,Flat,Cloudy,17,51,W,25,HAC
HWF118,2006,192.0495616,152.2467792,102.2296664,129.7176722,C,Provincial Land,Lightning,Crown,Flat,CB Dry,30.6,42,S,23,Air Tanker
HWF118,2008,350.3899816,189.6127111,240.9967353,203.8808521,C,Provincial Land,Lightning,Surface,Flat,Clear,22,30,W,5,HAC1H
HWF118,2013,279.3548862,57.56113577,202.6091662,104.8810875,C,Provincial Land,Lightning,Ground,Flat,Cloudy,27,43,E,5,HAC1R
HWF118,2014,179.9562833,59.35424211,107.0068294,75.06445842,B,Provincial Land,Lightning,Surface,Flat,Clear,20,41,SW,8,Air Tanker
HWF118,2015,109.4494365,41.88074005,67.86016333,43.38374548,B,Indian Reservation,Incendiary,Surface,Flat,Cloudy,27,35,SE,2,HAC
HWF119,2011,689.8239105,48.01726525,581.7994521,217.6155906,C,Provincial Land,Lightning,Surface,Flat,Cloudy,16,45,W,10,HAC1F
HWF119,2019,179.8671939,20.63711598,142.5867665,66.64188318,B,Provincial Land,Lightning,Surface,Flat,Cloudy,20,80,CLM,0,HAC
HWF119,2024,180.8443371,64.33462281,135.8636112,41.70097385,B,Provincial Land,Lightning,Surface,Flat,Cloudy,16,76,SW,8,HAC
HWF120,2008,201.4303258,87.93292652,136.8268713,56.09331636,B,Provincial Land,Lightning,Ground,Flat,CB Dry,20,50,N,12,HAC1H
HWF120,2011,420.1721831,147.7418992,321.1707488,199.4878588,C,Provincial Land,Lightning,Surface,Flat,Cloudy,18,35,SE,5,FPD Staff
HWF120,2022,68.92676783,35.28208388,54.82107132,35.39897519,B,Provincial Land,Forest Industry,Surface,Flat,Clear,-39,45,N,5,Other Agency
HWF120,2024,113.5458253,34.41476888,81.63622449,39.906772,B,Provincial Land,Lightning,Surface,Flat,Clear,22,27,W,40,Air Tanker
HWF121,2011,98.82732742,49.31892679,87.14523566,44.31328014,B,Provincial Land,Lightning,Surface,Flat,CB Dry,23,47,SW,10,HAC1H
HWF121,2013,646.2047465,136.0717986,405.2797493,152.0337339,C,Provincial Land,Lightning,Crown,Flat,Clear,23,37,SW,9,HAC1H
HWF121,2015,351.993452,282.637478,191.4939846,284.7470868,C,Provincial Land,Lightning,Surface,Flat,Clear,28,44,NE,15,HAC
HWF121,2016,154.2336699,95.15267329,87.41424825,74.75824092,B,Provincial Land,Lightning,Surface,Flat,Cloudy,25,54,SW,10,HAC
HWF121,2019,167.2360293,87.88164757,139.4643398,78.10128098,B,Provincial Land,Lightning,Surface,Flat,Clear,23,48,W,4,HAC
HWF121,2023,5931.893049,2131.332684,3660.029846,2427.564023,E,Provincial Land,Lightning,Crown,Flat,Clear,22,35,NW,12,FPD Staff
HWF121,2024,9960.946229,2201.78728,8412.168025,2773.752112,E,Provincial Land,Lightning,Crown,Flat,Cloudy,24,35,SW,30,Air Tanker
HWF122,2013,1990.907236,1494.666298,1409.613553,1153.723238,E,Provincial Land,Lightning,Crown,Flat,Clear,22,45,W,10,HAC1H
HWF122,2025,188.0058346,126.5520747,128.1446371,104.1056025,C,Provincial Land,Recreation,Surface,Flat,Clear,16,32,W,20,HAC
HWF123,2006,326.5841296,137.0895739,252.175458,150.1973972,C,Provincial Land,Resident,Surface,Flat,Clear,20,40,SW,20,FPD Staff
HWF123,2010,380.2416394,239.5072927,327.0726702,237.4719321,C,Provincial Land,Lightning,Surface,Flat,Cloudy,21,4,N,10,HAC1H
HWF123,2013,186.9014823,39.83014552,154.63059,56.81111693,B,Provincial Land,Lightning,Surface,Flat,Clear,22.5,36,SW,6,HAC1H
HWF123,2018,493.4466418,69.26393565,424.0113054,106.2430487,C,Provincial Land,Lightning,Crown,Flat,CB Wet,23,65,SE,5,Air Tanker
HWF123,2019,670.4149838,347.5734924,473.3610491,242.4950902,D,Provincial Land,Lightning,Surface,Flat,Clear,27,32,SE,10,HAC
HWF123,2023,376.4050373,208.7280361,276.9921209,222.7714816,C,Indian Reservation,Agriculture Industry,Surface,Flat,Clear,25,30,W,15,HAC
HWF124,2009,74.09316026,48.69180439,57.05332913,52.06733694,B,Provincial Land,Lightning,Surface,Flat,Cloudy,21,35,W,5,HAC1H
HWF124,2014,528.8206587,174.8918572,32.76320285,311.5252565,C,Provincial Land,Lightning,Surface,Flat,Clear,25,35,SW,9,Air Tanker
HWF124,2015,224.8869542,93.14245177,158.7165225,121.3247215,C,Provincial Land,Lightning,Surface,Flat,CB Wet,25,44,NE,11,HAC
HWF124,2019,256.0785992,26.59198083,204.6444499,69.19890905,C,Provincial Land,Lightning,Surface,Flat,CB Wet,23,32,E,5,HAC
HWF124,2023,1681.075885,569.8694538,1383.266141,901.6157842,E,Provincial Land,Lightning,Surface,Flat,Cloudy,25,44,E,5,Air Tanker
HWF124,2024,438.3907001,200.7645765,288.8047399,205.8005494,C,Provincial Land,Lightning,Crown,Flat,Clear,26,22,N,20,HAC
HWF125,2009,179.7261858,56.97482123,157.9130436,50.67457243,B,Provincial Land,Lightning,Surface,Flat,CB Wet,25,30,NE,10,HAC1H
HWF125,2010,157.05372,64.24357323,112.9128824,50.33819004,B,Provincial Land,Lightning,Crown,Flat,Clear,28,32,NE,10,HAC1H
HWF125,2016,158.7837277,94.24849589,112.4698728,91.15618938,B,Provincial Land,Lightning,Surface,Flat,CB Wet,27,34,S,7,HAC
HWF125,2017,301.6920911,138.151762,259.1841306,67.56873792,C,Provincial Land,Lightning,Crown,Flat,Clear,24,44,SW,11,HAC
HWF126,2008,245.3771806,134.2253815,127.7264648,61.33617288,C,Provincial Land,Lightning,Surface,Flat,CB Dry,21,50,SE,10,HAC1H
HWF126,2009,154.8915308,45.01319676,132.1139086,59.12039676,B,Provincial Land,Lightning,Crown,Flat,Clear,23,30,NE,5,HAC1H
HWF126,2015,178.9007053,125.6998156,163.1037934,106.0106453,C,Provincial Land,Lightning,Surface,Flat,Clear,25,30,NE,15,HAC
HWF126,2017,494.448037,99.01429065,467.8850726,103.2664329,C,Provincial Park,Lightning,Surface,Flat,Clear,22,45,NE,10,HAC
HWF127,2008,74.93328011,42.11079855,52.3230941,44.63108622,B,Provincial Land,Lightning,Surface,Flat,CB Dry,20,38,SW,10,HAC1H
HWF127,2010,153.4040353,32.08137771,83.98819723,28.47552342,B,Provincial Land,Lightning,Ground,Flat,CB Dry,22,35,SE,5,FPD Staff
HWF127,2017,171.8574153,15.86898734,95.60071133,43.56415526,B,Provincial Land,Lightning,Surface,Flat,Cloudy,32,40,CLM,0,HAC
HWF127,2018,148.3810156,23.10877959,89.18235315,34.56866598,B,Provincial Land,Lightning,Crown,Flat,CB Wet,19,98,SE,2,HAC
HWF128,2006,1108.303295,528.29044,799.3934701,585.1163668,D,National Park,Lightning,Surface,Flat,Clear,31,50,S,15,FPD Staff
HWF128,2009,115.0281831,41.48277181,85.97302318,32.38244883,B,Provincial Land,Lightning,Crown,Flat,CB Wet,18,40,N,15,HAC1H
HWF128,2018,867.151563,33.71717629,440.9434569,115.1427444,D,Provincial Land,Lightning,Crown,Flat,Cloudy,16,95,NE,29,FTAC
HWF128,2025,365.0450856,134.6765254,91.32105473,,C,Private Land,Resident,Surface,Flat,Clear,5,48,SW,15,Fire Department
HWF129,2009,178.1166369,72.00513416,95.23218357,66.74632338,B,Provincial Land,Lightning,Surface,Bottom,Cloudy,24,45,NW,5,HAC1F
HWF129,2011,210.0768377,65.83855069,169.3388954,54.74722864,C,Provincial Land,Lightning,Ground,Flat,Clear,30,40,S,5,HAC1H
HWF129,2012,729.243772,175.6447177,613.6074334,73.01568661,D,Provincial Land,Lightning,Surface,Flat,CB Dry,22,50,W,5,HAC1F
HWF129,2016,171.6510398,45.85222464,115.247739,46.70288479,B,Provincial Land,Government,Surface,Flat,Clear,30,41,N,6,FTAC
HWF129,2017,328.8314811,75.48977028,245.571197,98.94073612,C,Provincial Land,Lightning,Surface,Flat,CB Dry,21,62,N,22,HAC
HWF130,2015,1450.234696,380.3503477,1022.220356,458.4185212,D,Provincial Land,Lightning,Crown,Flat,Rainshowers,29,27,NW,20,FPD Staff
HWF130,2019,250.4139744,74.21704303,182.6240833,117.8785044,C,Provincial Land,Lightning,Surface,Flat,Clear,23,50,N,5,HAC
HWF130,2023,5574.925484,3381.90385,4823.800325,4075.326411,E,Provincial Land,Lightning,Surface,Flat,Cloudy,26,31,N,20,HAC
HWF131,2008,89.86194091,48.38565371,42.18827957,56.96894703,B,Provincial Land,Resident,Surface,Flat,Clear,27,44,W,2,HAC1H
HWF131,2009,324.0493776,44.99346779,240.0296984,145.429488,C,Provincial Land,Lightning,Surface,Flat,Cloudy,22,40,NW,5,HAC1F
HWF131,2012,1174.238623,737.2709011,1012.22162,685.3935776,D,Provincial Land,Lightning,Surface,Flat,Clear,23,35,SW,10,FPD Staff
HWF131,2013,745.7234618,154.0718511,439.1616119,294.8735963,D,Provincial Land,Lightning,Surface,Flat,CB Dry,30,44,SW,5,HAC1H
HWF131,2015,371.2642279,223.4781674,339.222391,214.991437,C,Provincial Land,Lightning,Surface,Flat,CB Dry,29,27,NW,20,FTAC
HWF132,2008,152.8926853,48.43120503,121.623997,31.34195905,B,Provincial Land,Lightning,Surface,Flat,Clear,23,35,S,10,HAC1F
HWF132,2013,187.11367,71.21548883,113.735683,104.7849068,B,Provincial Land,Lightning,Surface,Flat,CB Dry,30,44,SW,5,HAC1H
HWF132,2015,3564.029393,1379.770843,2058.598966,2221.720923,E,Provincial Land,Lightning,Surface,Flat,CB Dry,29,27,NW,20,Air Tanker
HWF132,2023,221.0100965,77.36677729,199.7011808,69.71155423,B,Provincial Land,Lightning,Surface,Middle 1/3,Cloudy,25,39,SW,3,HAC
HWF133,2007,1305.48677,290.8189937,1132.944863,349.536066,D,Provincial Land,Lightning,Surface,Flat,Cloudy,14,40,N,5,HAC1R
HWF133,2008,185.6187396,112.5879391,143.5678273,119.4959322,C,Provincial Land,Restart,Surface,Flat,Cloudy,12,30,SW,10,HAC1F
HWF133,2023,678.8326349,304.39764,365.4209245,109.2731529,D,Provincial Land,Lightning,Ground,Flat,Cloudy,23.6,31,E,11,HAC
HWF133,2024,3847.825607,2536.712331,3041.190993,2512.99072,E,Provincial Land,Lightning,Surface,Flat,Cloudy,21,61,CLM,0,FPD Staff
HWF134,2012,411.6984461,220.200867,290.8143667,251.450652,C,Provincial Land,Lightning,Crown,Flat,Clear,28,30,E,10,HAC1H
HWF134,2013,200.2262748,70.79452728,157.5765119,98.63971889,B,Provincial Land,Lightning,Surface,Flat,Rainshowers,15,80,NW,20,Air Tanker
HWF134,2019,136.7445371,102.2979215,99.65837847,90.47326737,B,Provincial Land,Lightning,Surface,Flat,Clear,27,39,SW,5,HAC
HWF134,2023,411.1886901,157.4530026,285.760183,213.902098,C,Provincial Land,Government,Surface,Flat,Clear,28,37,SW,11,FPD Staff
HWF135,2007,586.5502388,304.831022,401.9575626,305.0239218,D,Provincial Land,Lightning,Crown,Flat,Cloudy,18,40,NW,5,FPD Staff
HWF135,2008,90.04331271,70.54137263,55.80653506,60.82826512,B,Provincial Land,Lightning,Ground,Flat,Clear,20,40,W,15,HAC1H
HWF135,2014,216.5953563,106.5208074,133.3281288,60.97570513,C,Provincial Land,Lightning,Surface,Flat,CB Dry,25,35,NE,10,HAC
HWF135,2016,,46.93842688,72.41662132,53.36770447,B,Provincial Land,Lightning,Surface,Flat,Clear,27,42,CLM,0,Air Tanker
HWF135,2018,103.8466629,52.14580666,86.29839652,30.46442158,B,Provincial Land,Lightning,Surface,Flat,Cloudy,23,45,E,25,Air Tanker
HWF135,2023,2852.294501,1135.272967,1220.425015,957.0344304,E,Provincial Land,Lightning,Ground,Flat,Clear,23,30,CLM,0,FPD Staff
HWF136,2008,2703.342919,343.8970144,1796.149751,1304.298574,E,Provincial Land,Lightning,Crown,Flat,Cloudy,23,30,SW,25,Air Tanker
HWF136,2013,858.8102027,488.1638196,799.467711,439.786014,D,Provincial Land,Lightning,Surface,Flat,CB Dry,28,41,SE,6,HAC1F
HWF136,2019,295.9360913,266.0415067,241.7620046,253.0474869,C,Provincial Land,Lightning,Crown,Flat,Clear,33,30,S,8,HAC
HWF137,2007,2297.373883,462.9227814,2069.683942,551.7427089,E,Provincial Land,Lightning,Surface,Flat,Cloudy,15,35,CLM,0,FPD Staff
HWF137,2009,179.9639281,142.7984994,162.9739362,147.7141502,C,Provincial Land,Lightning,Ground,Flat,Clear,26,28,S,5,HAC1F
HWF137,2013,272.3078441,152.9643655,125.6705282,205.9241718,C,Provincial Land,Lightning,Surface,Flat,CB Dry,28,41,SE,6,HAC1H
HWF137,2017,133.1092283,75.18885595,104.0583321,63.69595816,B,Provincial Land,Lightning,Surface,Flat,CB Wet,23,45,NE,10,HAC
HWF138,2008,174.0184884,35.33844805,123.7231317,21.58315128,B,Provincial Land,Lightning,Surface,Flat,Clear,23,30,SW,25,HAC1F
HWF138,2009,101.4396976,79.6574721,64.82600283,64.2611442,B,Provincial Land,Lightning,Surface,Flat,Clear,25,35,N,10,FPD Staff
HWF138,2019,126.9212472,89.89321251,98.77029321,87.71158108,B,Provincial Land,Lightning,Surface,Flat,Clear,23,62,CLM,0,FPD Staff
HWF139,2007,962.5022509,400.8653291,735.7464803,425.3116376,D,Provincial Land,Lightning,Surface,Flat,Rainshowers,12,90,W,15,FPD Staff
HWF139,2014,177.8282453,82.28061714,120.9565061,68.60082929,B,Provincial Land,Lightning,Surface,Flat,CB Wet,18,65,E,18,HAC
HWF140,2007,4726.99786,1305.60199,3342.147473,893.5359002,E,Provincial Land,Lightning,Surface,Flat,Cloudy,20,35,NW,10,FPD Staff
HWF140,2010,121.8032582,52.05793759,118.2120266,35.33479462,B,Provincial Land,Lightning,Surface,Flat,CB Wet,18,40,N,15,FPD Staff
HWF140,2013,430.9240909,274.7272956,312.3409527,266.5676855,C,Provincial Land,Lightning,Surface,Flat,Rainshowers,18,64,NE,15,HAC1H
HWF140,2017,237.1722641,128.6970295,104.9941874,127.3014733,C,Provincial Land,Lightning,Surface,Flat,Clear,23,43,E,4,HAC
HWF141,2008,389.3853591,156.6272039,312.0615334,186.1382999,C,Provincial Land,Lightning,Surface,Flat,CB Dry,21,60,CLM,0,HAC1F
HWF141,2010,390.084009,223.2793604,319.4438771,230.4733437,C,Provincial Land,Lightning,Surface,Flat,Cloudy,17,80,NE,5,HAC1R
HWF141,2011,285.9377614,134.144444,188.0327345,110.9796417,C,Indian Reservation,Incendiary,Surface,Flat,Cloudy,2,55,N,5,FPD Staff
HWF141,2015,529.8189525,73.61132859,214.5468957,125.0774097,C,Provincial Land,Recreation,Surface,Flat,Clear,28,21,SE,5,HAC
HWF141,2017,405.805276,124.8327792,299.4710349,99.1013014,C,Provincial Land,Lightning,Surface,Flat,Cloudy,19,40,N,15,HAC
HWF141,2018,242.3728805,118.4842311,174.4478767,180.3410689,C,Provincial Land,Lightning,Ground,Middle 1/3,Cloudy,19,57,NW,5,FTAC
HWF141,2019,472.2912738,212.5806412,346.5831425,151.3048819,C,Provincial Land,Lightning,Surface,Flat,Clear,33,29,S,4,HAC
HWF141,2024,4515.65291,2590.446842,2025.919379,2861.560713,E,Provincial Land,Lightning,Crown,Flat,Cloudy,37.5,15,CLM,0,FPD Staff
HWF142,2008,412.0475439,266.9441922,401.5486301,274.4892369,C,Provincial Land,Lightning,Surface,Flat,CB Dry,21,40,S,10,HAC1H
HWF142,2010,80.36193084,58.7279615,70.05892043,51.97172042,B,Provincial Land,Lightning,Surface,Flat,Cloudy,18,75,NE,5,FPD Staff
HWF142,2013,315.2487746,119.9751092,146.238554,35.15454416,C,Provincial Land,Lightning,Surface,Flat,Rainshowers,18,64,NE,15,HAC1F
HWF142,2014,161.1073385,59.32781067,89.66975409,25.69487476,B,Provincial Land,Lightning,Surface,Bottom,Cloudy,19,80,S,7,Air Tanker
HWF142,2017,575.2807468,160.5007284,502.7275944,340.1093825,D,Provincial Land,Lightning,Crown,Bottom,CB Dry,23,25,E,15,HAC
HWF142,2018,411.6967064,273.7500353,340.3534118,232.1182407,C,Provincial Land,Lightning,Crown,Flat,Cloudy,15,100,CLM,0,FPD Staff
HWF142,2023,439.5398279,77.35569882,383.9514715,100.5754285,C,Provincial Land,Lightning,Surface,Flat,Cloudy,25,38,N,7,FPD Staff
HWF142,2024,103.4799536,68.89808227,88.22562387,59.26489062,B,Provincial Land,Lightning,Surface,Flat,Cloudy,27.9,32,SW,5,Air Tanker
HWF143,2010,186.2902527,112.1561041,161.1481881,91.74427253,C,Provincial Land,Lightning,Ground,Flat,Cloudy,24,60,N,1,Air Tanker
HWF143,2013,191.6168016,145.0541059,107.2993678,91.71645599,B,Provincial Land,Lightning,Surface,Flat,Rainshowers,18,64,NE,15,Air Tanker
HWF143,2019,316.1400909,132.8193059,252.010709,116.7490386,C,Provincial Land,Lightning,Crown,Flat,Cloudy,23,50,S,26,Air Tanker
HWF144,2008,321.3879792,185.5943142,216.4600275,160.6467012,C,Provincial Land,Lightning,Crown,Flat,CB Dry,25,40,NW,7,HAC1H
HWF144,2009,214.4276898,55.35352019,167.6492128,46.2262778,C,Provincial Land,Restart,Surface,Flat,Clear,25,30,E,5,HAC1F
HWF144,2015,461.1860803,322.391626,414.1576123,308.3747446,D,Indian Reservation,Incendiary,Surface,Flat,Clear,23,30,SE,9,HAC
HWF144,2018,165.2618739,98.99715229,131.153207,86.69207505,C,Provincial Land,Lightning,Surface,Flat,Cloudy,25,76,W,3,HAC
HWF145,2006,5784.161479,,3514.571771,2024.363026,E,Provincial Land,Lightning,Surface,Flat,Clear,16,65,W,15,HAC1H
HWF145,2018,241.4462993,82.39811993,144.2073647,108.2502021,C,Provincial Land,Lightning,Surface,Flat,CB Wet,19,100,CLM,0,HAC
HWF145,2024,468.0801792,187.0601387,263.4224113,385.7859009,C,Provincial Land,Lightning,Surface,Flat,Cloudy,26,35,S,5,HAC
HWF146,2012,4243.523388,2100.005653,2464.002295,2086.597498,E,Provincial Land,Lightning,Surface,Flat,Clear,24,26,NW,10,HAC1H
HWF146,2018,302.336002,136.2859093,267.329915,121.4650192,B,Provincial Land,Lightning,Surface,Flat,Rainshowers,24,45,W,20,FTAC
HWF146,2024,645.5360652,232.6875795,509.1615803,392.8215986,D,Provincial Land,Lightning,Surface,Middle 1/3,Clear,21,50,SW,5,HAC
HWF147,2009,538.8424975,270.1180723,363.8407513,79.13792797,C,Provincial Land,Lightning,Surface,Flat,Cloudy,27,32,S,10,HAC1H
HWF147,2012,2450.298921,698.0747688,1636.543442,917.088572,E,Provincial Land,Lightning,Surface,Flat,Clear,22,35,SE,25,FPD Staff
HWF147,2014,338.8076056,107.5484225,235.1858633,136.7715324,C,Provincial Land,Lightning,Surface,Flat,Clear,25,40,E,15,HAC
